,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_DELTA1_1,MFCC_DELTA1_2,MFCC_DELTA1_3,MFCC_DELTA1_4,MFCC_DELTA1_5,MFCC_DELTA1_6,MFCC_DELTA1_7,MFCC_DELTA1_8,MFCC_DELTA1_9,MFCC_DELTA1_10,MFCC_DELTA1_11,MFCC_DELTA1_12,MFCC_DELTA1_13,MFCC_DELTA2_1,MFCC_DELTA2_2,MFCC_DELTA2_3,MFCC_DELTA2_4,MFCC_DELTA2_5,MFCC_DELTA2_6,MFCC_DELTA2_7,MFCC_DELTA2_8,MFCC_DELTA2_9,MFCC_DELTA2_10,MFCC_DELTA2_11,MFCC_DELTA2_12,MFCC_DELTA2_13,CLASS
0,1002.5956328674707,111.49631975439722,-10.601194210515231,55.01594656702898,-0.3853473370872883,31.348518677729558,-26.696349147796095,12.498991210781824,-11.301046689349679,18.878349994137185,-14.868850760689835,10.789923271700665,-12.072166897748481,10.663196038063173,0.29675842567974287,1.7785374503880238,0.023501780690271493,1.5211410169015005,1.475075004723724,-2.0681100096744824,-0.778092138324632,0.12513637392335059,2.4024557926946324,-1.6698105945032728,-1.6008879990922384,-0.04638149502962739,-12.736491349752441,0.925972415414722,0.8739050060609906,0.10693538675951908,-1.7176322380692246,-0.09725591399346545,2.5101737910342945,1.1239632457809334,1.387661313962504,-2.0463897972147627,0.3928333886490294,-0.898326243169445,0.8396381134380331,0.0
1,892.3231360617476,132.0658078363468,8.16809641175041,25.757687483406386,3.7378099497064854,18.968979395478673,-32.660816964930696,25.562491126451718,-16.464331784702207,25.450733325701222,1.7874286791926135,21.151274413628748,-16.80917313523237,-11.365634998830538,-0.17016021755555782,-0.2380758212098074,-0.32779266580988053,2.724811035943994,0.4034324832421134,1.1241595464185976,-1.49511298069619,-0.1964498272060008,-1.552245159721059,1.2880724728460127,-0.41518680720793283,0.7388558797623219,-4.480957170560401,-1.9875022717783786,-1.0498145262231406,1.5514534599852965,-0.854839438071097,-0.38720513782391586,0.8532661339754273,-0.5585580589365813,1.32208359599717,-0.6367041156732167,0.4914900904495121,0.26475029714988585,0.4075480371383265,0.0
2,814.0333861382544,169.33386388893786,23.905747320618268,41.18457172395622,-31.165056480846363,17.265973479920433,5.958641676041646,15.61912238747324,5.511235183413529,3.7564636179497968,-11.187719854553661,-5.7091143598687575,4.398994468131814,-3.7188997323686803,-0.3781485115415506,-0.18530331695203076,2.6272763532252164,2.2604356011917215,-1.2021237164915934,-1.934061946934259,-2.5885070613216024,1.8920014997187384,1.0159132291223747,1.8939438281220777,0.8450542034505618,-0.7320346601065252,1.293291525374201,1.1038814895952012,-0.7540140660752568,-0.1574613470150763,2.733410957749187,0.9725202373545179,-2.25061124672289,-1.0293867839711872,0.25270998357497276,-0.7787021624350365,0.16288010669699549,1.0220945683562697,0.0687615541965616,0.0
3,886.3186785193026,120.75613803751865,2.7320890641996947,28.675713330388064,-15.79661770063668,13.411693159082105,-33.70363766787244,3.1130538724419976,-10.907977457227007,19.5052469172034,-10.898733576115095,17.876676759666644,-10.928732522029922,-8.332730717324042,-0.756867874157938,-0.7616014503594067,-1.3026212905735757,0.29116007267313837,-1.071495678580272,-1.4844648470624495,-1.6375293596786054,-0.29388429475683336,-1.9731205957804632,-1.0091846185621254,-0.5069103522532257,-1.5553562667196792,1.1995948663844445,0.17303041040221956,-0.5508092316624117,-0.13352979088211248,-0.1657656761130506,-0.004026408309781848,0.35125657668183274,-0.17260130473061014,-0.19629500197280336,-0.1785348718873918,0.5820091191042688,-0.52455847341122,-0.09014321130805591,0.0
4,860.2460109177633,108.17516985823474,-20.35038176364737,14.666219843418538,-57.040973399057954,10.816045065004095,-25.659891257187326,3.7674548861431596,-16.647961467045256,6.5498442575809,-28.166153533066705,-21.754359840374363,-1.4016148584036079,3.7627099008316156,6.417820625306037,-3.2441326660499072,0.36157503365275634,3.8823525804147585,0.7700872008232345,0.9632605986066024,-2.2926598556165105,-0.6723006055528375,-0.8549902808009164,2.7773406587899414,1.448740028025569,-3.67591650187406,-0.00624613170994337,2.1110846117605284,-1.6519918707236112,0.28250757236355173,1.61267731362119,-0.2405266949244066,0.6228171812753769,0.6361853369468831,-0.11728813392201065,-0.9157627811484401,0.13970945648463617,1.435066927500392,1.4941264520615636,0.0
5,880.07509123419,128.53964004902286,-23.11308032000202,44.375080548654374,-20.034071840039505,12.029148231825019,-19.04772437178101,13.447614791018928,-16.20310528528985,-5.3511275697585505,-7.206968299207562,-8.907445663644184,-5.991008559323923,19.168972676674976,-7.332905515128692,-3.2213379072643944,6.937474814407954,-3.2558864997115315,3.3344705645566903,-2.285976729355269,2.844864308723724,2.077959389197413,0.9116577139440525,0.7386057150836496,2.496393191054187,-0.10783893023811018,-4.641777774568439,3.6087630290972506,-0.5299676920238852,-1.6546193942484129,1.762398696805014,-1.0836631734326239,0.7986578547723863,-0.9626367687754287,1.2130470569536502,0.21938606428990426,0.29415944619454326,-0.1056113800051594,-0.37479060542080733,0.0
6,831.8769991236791,128.28570649546955,-63.86490409580941,49.747164579890224,19.8785555094803,-13.636328386552623,-25.186817772763167,-11.870924004001001,6.93783500741968,-7.8549939357064344,-6.383220033425713,-8.773017140034941,-7.93754777041341,-7.9479640465668595,2.3307093109031456,-1.2786615497627587,-2.830550756901398,3.3535175366003496,-3.0334468739552265,1.444292489904195,-0.46981307687419877,0.4971381649995884,0.4213703021938822,1.1570623330635401,1.605942166396333,-0.37933535815822667,3.1157426336957954,2.3859352161005543,-0.9224228795433156,-1.2829260532720559,1.2354842570299787,0.07592219079352369,0.5302918534683059,1.3833508675720183,-0.9289417869033691,0.0730034474666989,-0.3221345560561008,-0.46296068540902174,0.09257819267669898,0.0
7,956.2102501367045,136.84014342832774,-33.3481392044084,31.404366106163096,-38.9540676408189,21.9123669568178,-29.678757937877407,5.661830267257656,-17.02993027289981,-5.490660126807567,-16.681806564332934,-3.1124179143001225,-11.47711696308135,13.162683007182794,-1.7361618693305174,-2.719504702409007,2.5954207608212942,0.4700724608689605,-0.39735972751806675,-1.7884544105735234,1.6830135337341876,-4.740598737890332,3.6935346101160635,-0.022113736273747048,-1.0867303740757204,4.3627574246637035,-5.821354856846568,-4.485474093937699,-0.8774830559116911,4.114123360823399,2.426438692661872,-0.13253243882606291,-1.6583441739112854,1.5194361836866563,2.136308400023828,-0.8531921948055342,0.6124315995518654,-1.0249130706795815,0.6598803368173589,0.0
8,834.0205359467535,127.45557008364592,-20.243618962574253,42.64361907629518,11.39266813199195,14.8077288530922,-15.649510772808942,25.904438613086015,-8.996274824859277,26.49429850048537,12.95170732944695,12.995363229485697,-23.003976233588396,4.733136382625291,4.234668467630903,-2.3912280259700256,-2.2243867822967855,-2.4758403028856013,-3.0278422489970276,-2.8027198692943496,-1.6571094755747795,-0.5498988643694759,-2.348658551663614,-2.4198837719384585,-2.768490009233691,-1.4963670684253962,3.5535725419200404,0.4292129775668627,1.1291413688349754,-0.5070094902008204,-1.7502180311620548,-0.5952790336688123,-0.28786855553443136,-0.7692174048522372,-1.0732752001361467,-1.3013463628800306,-2.1650221433725254,-0.517465361229712,0.8071854962566257,0.0
9,687.4686995080015,100.54410296204685,14.061694592745857,26.237675070117103,7.00612616846618,22.109607162129276,-5.6994396603368145,11.326343362697529,-1.9486045133288392,5.262045197580763,5.4114627107980215,15.383705662828174,10.47321335686782,-2.987892660938704,-1.154239985458037,0.115260859763082,0.3352582089373942,-0.025357834709211574,-0.24615140824553128,0.0669400393402411,0.3792453855898692,0.9289604861478912,0.6618717007500189,1.056033284583711,-0.8224849861110479,-0.7660447718337444,-0.29778331525616863,0.5848609127439435,0.9826497359593425,0.4402002696624887,0.08932587986863971,-0.3004145610696216,0.5147867462316674,0.39555469741476146,0.1951751856696915,0.12761924337344227,0.14770470565665317,-0.2525296737079652,-0.5197897030627432,0.0
